010F, INTAKE_TEMP, 23 degC, 0.247012853622
0115, O2_B1S2, 0.735 volt, 3.07933592796
0114, O2_B1S1, 0.815 volt, 3.10709786415
010F, INTAKE_TEMP, 23 degC, 3.15440487862
010E, TIMING_ADVANCE, 15.5 degree, 3.18410897255
0109, LONG_FUEL_TRIM_2, 3.125 percent, 3.22932696342
0107, LONG_FUEL_TRIM_1, 2.34375 percent, 3.25634002686
0110, MAF, 21.47 gps, 3.30429697037
0104, ENGINE_LOAD, 8.62745098039 percent, 3.35424900055
010B, INTAKE_PRESSURE, 47 kilopascal, 3.40418481827
0105, COOLANT_TEMP, 90 degC, 3.45417881012
0111, THROTTLE_POS, 17.2549019608 percent, 3.50411486626
0118, O2_B2S1, 0.19 volt, 3.55416584015
0119, O2_B2S2, 0.6 volt, 3.582062006
010D, SPEED, 16 kph, 3.62907600403
011E, AUX_INPUT_STATUS, False, 3.6561999321
0106, SHORT_FUEL_TRIM_1, -3.125 percent, 3.70421099663
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 3.75409984589
010C, RPM, 1447.75 revolutions_per_minute, 3.80645680428
0115, O2_B1S2, 0.68 volt, 3.85918498039
0114, O2_B1S1, 0.74 volt, 3.90448880196
010F, INTAKE_TEMP, 23 degC, 3.955493927
010E, TIMING_ADVANCE, 32.5 degree, 4.00739097595
0109, LONG_FUEL_TRIM_2, 3.125 percent, 4.08053398132
0107, LONG_FUEL_TRIM_1, 2.34375 percent, 4.12947583199
0110, MAF, 23.82 gps, 4.17925095558
0104, ENGINE_LOAD, 9.41176470588 percent, 4.23022580147
010B, INTAKE_PRESSURE, 45 kilopascal, 4.27940702438
0105, COOLANT_TEMP, 90 degC, 4.32947587967
0111, THROTTLE_POS, 18.431372549 percent, 4.37935781479
0118, O2_B2S1, 0.685 volt, 4.43140292168
0119, O2_B2S2, 0.765 volt, 4.47946882248
010D, SPEED, 18 kph, 4.52949786186
011E, AUX_INPUT_STATUS, False, 4.57947492599
0106, SHORT_FUEL_TRIM_1, 0.78125 percent, 4.62941098213
0108, SHORT_FUEL_TRIM_2, -3.90625 percent, 4.68151903152
010C, RPM, 1326.75 revolutions_per_minute, 4.7294318676
0115, O2_B1S2, 0.61 volt, 4.77955794334
0114, O2_B1S1, 0.865 volt, 4.83431696892
010F, INTAKE_TEMP, 23 degC, 4.87951493263
010E, TIMING_ADVANCE, 28.5 degree, 4.92946100235
0109, LONG_FUEL_TRIM_2, 3.125 percent, 4.98211503029
0107, LONG_FUEL_TRIM_1, 2.34375 percent, 5.02954983711
0110, MAF, 20.22 gps, 5.07952284813
0104, ENGINE_LOAD, 7.8431372549 percent, 5.13134479523
010B, INTAKE_PRESSURE, 49 kilopascal, 5.17903995514
0105, COOLANT_TEMP, 90 degC, 5.20924186707
0111, THROTTLE_POS, 15.6862745098 percent, 5.25457000732
0118, O2_B2S1, 0.695 volt, 5.28232192993
0119, O2_B2S2, 0.835 volt, 5.32956790924
010D, SPEED, 20 kph, 5.36458897591
011E, AUX_INPUT_STATUS, False, 5.40458393097
0106, SHORT_FUEL_TRIM_1, 0.0 percent, 5.45462679863
0108, SHORT_FUEL_TRIM_2, 0.0 percent, 5.48157286644
010C, RPM, 1149.5 revolutions_per_minute, 5.55489802361
0115, O2_B1S2, 0.59 volt, 5.6055188179
0114, O2_B1S1, 0.13 volt, 5.65451788902
010F, INTAKE_TEMP, 23 degC, 5.70452785492
010E, TIMING_ADVANCE, 33.0 degree, 5.75409197807
0109, LONG_FUEL_TRIM_2, 3.125 percent, 5.80626797676
0107, LONG_FUEL_TRIM_1, 2.34375 percent, 5.85432982445
0110, MAF, 11.22 gps, 5.90430283546
0104, ENGINE_LOAD, 4.3137254902 percent, 5.95428586006
010B, INTAKE_PRESSURE, 37 kilopascal, 6.0042719841
0105, COOLANT_TEMP, 90 degC, 6.05566287041
0111, THROTTLE_POS, 12.9411764706 percent, 6.10454082489
0118, O2_B2S1, 0.82 volt, 6.15618491173
0119, O2_B2S2, 0.76 volt, 6.20464682579
010D, SPEED, 22 kph, 6.25566196442
011E, AUX_INPUT_STATUS, False, 6.30643081665
0106, SHORT_FUEL_TRIM_1, -4.6875 percent, 6.35535597801
0108, SHORT_FUEL_TRIM_2, -5.46875 percent, 6.40435600281
010C, RPM, 1064.0 revolutions_per_minute, 6.45435500145
0115, O2_B1S2, 0.665 volt, 6.50436687469
0114, O2_B1S1, 0.835 volt, 6.53739786148
010F, INTAKE_TEMP, 23 degC, 6.57935285568
010E, TIMING_ADVANCE, 29.0 degree, 6.64617180824
0109, LONG_FUEL_TRIM_2, 3.125 percent, 6.67940592766
0107, LONG_FUEL_TRIM_1, 2.34375 percent, 6.72968196869
0110, MAF, 17.89 gps, 6.77938699722
0104, ENGINE_LOAD, 7.05882352941 percent, 6.81164002419
010B, INTAKE_PRESSURE, 46 kilopascal, 6.85446095467
0105, COOLANT_TEMP, 90 degC, 6.90468192101
0111, THROTTLE_POS, 15.2941176471 percent, 6.95457983017
0118, O2_B2S1, 0.735 volt, 7.00621390343
0119, O2_B2S2, 0.805 volt, 7.05460596085
010D, SPEED, 23 kph, 7.08465480804
011E, AUX_INPUT_STATUS, False, 7.13065886497
0106, SHORT_FUEL_TRIM_1, -8.59375 percent, 7.17965602875
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 7.20945692062
010C, RPM, 1160.5 revolutions_per_minute, 7.25448083878
0115, O2_B1S2, 0.74 volt, 7.28223490715
0114, O2_B1S1, 0.115 volt, 7.33222985268
010F, INTAKE_TEMP, 23 degC, 7.38145494461
010E, TIMING_ADVANCE, 30.5 degree, 7.42952299118
0109, LONG_FUEL_TRIM_2, 3.125 percent, 7.45648002625
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 7.50444889069
0110, MAF, 17.73 gps, 7.55448102951
0104, ENGINE_LOAD, 7.05882352941 percent, 7.6064658165
010B, INTAKE_PRESSURE, 45 kilopascal, 7.655782938
0105, COOLANT_TEMP, 90 degC, 7.70476198196
0111, THROTTLE_POS, 15.2941176471 percent, 7.75552296638
0118, O2_B2S1, 0.69 volt, 7.80445599556
0119, O2_B2S2, 0.43 volt, 7.85464692116
010D, SPEED, 24 kph, 7.90477085114
011E, AUX_INPUT_STATUS, False, 7.95576882362
0106, SHORT_FUEL_TRIM_1, -6.25 percent, 8.00461697578
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 8.05449295044
010C, RPM, 1095.0 revolutions_per_minute, 8.10445284843
0115, O2_B1S2, 0.655 volt, 8.1543970108
0114, O2_B1S1, 0.3 volt, 8.20440387726
010F, INTAKE_TEMP, 23 degC, 8.25446581841
010E, TIMING_ADVANCE, 24.0 degree, 8.30546689034
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 8.35446882248
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 8.40646886826
0110, MAF, 7.53 gps, 8.45647597313
0104, ENGINE_LOAD, 2.74509803922 percent, 8.5044798851
010B, INTAKE_PRESSURE, 28 kilopascal, 8.5548210144
0105, COOLANT_TEMP, 90 degC, 8.60483384132
0111, THROTTLE_POS, 7.8431372549 percent, 8.65483093262
0118, O2_B2S1, 0.88 volt, 8.7068939209
0119, O2_B2S2, 0.13 volt, 8.75469183922
010D, SPEED, 24 kph, 8.80684685707
011E, AUX_INPUT_STATUS, False, 8.8545498848
0106, SHORT_FUEL_TRIM_1, -5.46875 percent, 8.90484499931
0108, SHORT_FUEL_TRIM_2, -7.03125 percent, 8.95595502853
010C, RPM, 1011.5 revolutions_per_minute, 9.0048699379
0115, O2_B1S2, 0.645 volt, 9.05478596687
0114, O2_B1S1, 0.89 volt, 9.10487389565
010F, INTAKE_TEMP, 23 degC, 9.15494298935
010E, TIMING_ADVANCE, 22.5 degree, 9.20620799065
0109, LONG_FUEL_TRIM_2, 0.78125 percent, 9.25455594063
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 9.30455183983
0110, MAF, 7.14 gps, 9.33453392982
0104, ENGINE_LOAD, 2.74509803922 percent, 9.38054585457
010B, INTAKE_PRESSURE, 26 kilopascal, 9.42955088615
0105, COOLANT_TEMP, 90 degC, 9.45654702187
0111, THROTTLE_POS, 7.45098039216 percent, 9.50763201714
0118, O2_B2S1, 0.805 volt, 9.55459189415
0119, O2_B2S2, 0.175 volt, 9.60458803177
010D, SPEED, 24 kph, 9.65456795692
011E, AUX_INPUT_STATUS, False, 9.70450186729
0106, SHORT_FUEL_TRIM_1, -6.25 percent, 9.73252391815
0108, SHORT_FUEL_TRIM_2, -7.8125 percent, 9.77976799011
010C, RPM, 859.75 revolutions_per_minute, 9.82983183861
0115, O2_B1S2, 0.79 volt, 9.87993884087
0114, O2_B1S1, 0.815 volt, 9.93092679977
010F, INTAKE_TEMP, 23 degC, 9.97995495796
010E, TIMING_ADVANCE, 18.0 degree, 10.0300068855
0109, LONG_FUEL_TRIM_2, 0.0 percent, 10.0798559189
0107, LONG_FUEL_TRIM_1, 0.78125 percent, 10.1319768429
0110, MAF, 6.92 gps, 10.1798839569
0104, ENGINE_LOAD, 2.74509803922 percent, 10.2296190262
010B, INTAKE_PRESSURE, 28 kilopascal, 10.2795870304
0105, COOLANT_TEMP, 90 degC, 10.3295810223
0111, THROTTLE_POS, 7.05882352941 percent, 10.3795888424
0118, O2_B2S1, 0.155 volt, 10.4295749664
0119, O2_B2S2, 0.215 volt, 10.484582901
010D, SPEED, 23 kph, 10.530577898
011E, AUX_INPUT_STATUS, False, 10.5795829296
0106, SHORT_FUEL_TRIM_1, -2.34375 percent, 10.6295728683
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 10.6798930168
010C, RPM, 732.5 revolutions_per_minute, 10.7306039333
0115, O2_B1S2, 0.77 volt, 10.7800278664
0114, O2_B1S1, 0.04 volt, 10.829515934
010F, INTAKE_TEMP, 23 degC, 10.8809528351
010E, TIMING_ADVANCE, 17.5 degree, 10.9320249557
0109, LONG_FUEL_TRIM_2, -2.34375 percent, 10.9627578259
0107, LONG_FUEL_TRIM_1, -3.90625 percent, 11.0050239563
0110, MAF, 6.82 gps, 11.0549149513
0104, ENGINE_LOAD, 2.35294117647 percent, 11.1080060005
010B, INTAKE_PRESSURE, 31 kilopascal, 11.1549189091
0105, COOLANT_TEMP, 90 degC, 11.2047538757
0111, THROTTLE_POS, 7.05882352941 percent, 11.2327599525
0118, O2_B2S1, 0.045 volt, 11.280673027
0119, O2_B2S2, 0.21 volt, 11.3299849033
010D, SPEED, 23 kph, 11.3799779415
011E, AUX_INPUT_STATUS, False, 11.430054903
0106, SHORT_FUEL_TRIM_1, -2.34375 percent, 11.4570338726
0108, SHORT_FUEL_TRIM_2, 0.0 percent, 11.5049908161
010C, RPM, 782.0 revolutions_per_minute, 11.5328168869
0115, O2_B1S2, 0.24 volt, 11.5799520016
0114, O2_B1S1, 0.035 volt, 11.6077969074
010F, INTAKE_TEMP, 23 degC, 11.6549909115
010E, TIMING_ADVANCE, 17.5 degree, 11.7050030231
0109, LONG_FUEL_TRIM_2, -2.34375 percent, 11.7645349503
0107, LONG_FUEL_TRIM_1, -3.90625 percent, 11.8050119877
0110, MAF, 6.82 gps, 11.8548920155
0104, ENGINE_LOAD, 2.35294117647 percent, 11.904971838
010B, INTAKE_PRESSURE, 30 kilopascal, 11.9300580025
0105, COOLANT_TEMP, 90 degC, 11.9800958633
0111, THROTTLE_POS, 7.05882352941 percent, 12.0309989452
0118, O2_B2S1, 0.055 volt, 12.0819928646
0119, O2_B2S2, 0.065 volt, 12.1310210228
010D, SPEED, 22 kph, 12.181000948
011E, AUX_INPUT_STATUS, False, 12.2298018932
0106, SHORT_FUEL_TRIM_1, 0.78125 percent, 12.279709816
0108, SHORT_FUEL_TRIM_2, 1.5625 percent, 12.3320548534
010C, RPM, 846.25 revolutions_per_minute, 12.3800759315
0115, O2_B1S2, 0.0 volt, 12.4300749302
0114, O2_B1S1, 0.05 volt, 12.4800248146
010F, INTAKE_TEMP, 23 degC, 12.5331039429
010E, TIMING_ADVANCE, 31.5 degree, 12.5799729824
0109, LONG_FUEL_TRIM_2, -2.34375 percent, 12.6310260296
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 12.6800329685
0110, MAF, 13.75 gps, 12.7300989628
0104, ENGINE_LOAD, 5.49019607843 percent, 12.7800979614
010B, INTAKE_PRESSURE, 37 kilopascal, 12.8301320076
0105, COOLANT_TEMP, 90 degC, 12.8882369995
0111, THROTTLE_POS, 13.7254901961 percent, 12.9301669598
0118, O2_B2S1, 0.785 volt, 12.9801819324
0119, O2_B2S2, 0.115 volt, 13.0402069092
010D, SPEED, 22 kph, 13.0808708668
011E, AUX_INPUT_STATUS, False, 13.1298630238
0106, SHORT_FUEL_TRIM_1, -2.34375 percent, 13.1798498631
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 13.2298588753
010C, RPM, 1119.25 revolutions_per_minute, 13.2808628082
0115, O2_B1S2, 0.065 volt, 13.3298549652
0114, O2_B1S1, 0.845 volt, 13.3798758984
010F, INTAKE_TEMP, 23 degC, 13.4308710098
010E, TIMING_ADVANCE, 31.0 degree, 13.4798588753
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 13.5076498985
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 13.5549218655
0110, MAF, 18.46 gps, 13.6048948765
0104, ENGINE_LOAD, 7.05882352941 percent, 13.632696867
010B, INTAKE_PRESSURE, 44 kilopascal, 13.6798949242
0105, COOLANT_TEMP, 90 degC, 13.7299008369
0111, THROTTLE_POS, 15.2941176471 percent, 13.757655859
0118, O2_B2S1, 0.155 volt, 13.8049488068
0119, O2_B2S2, 0.07 volt, 13.8550519943
010D, SPEED, 23 kph, 13.9050228596
011E, AUX_INPUT_STATUS, False, 13.9549720287
0106, SHORT_FUEL_TRIM_1, 1.5625 percent, 13.9819409847
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 14.0298910141
010C, RPM, 1219.0 revolutions_per_minute, 14.0798738003
0115, O2_B1S2, 0.395 volt, 14.1318798065
0114, O2_B1S1, 0.08 volt, 14.179874897
010F, INTAKE_TEMP, 23 degC, 14.2308268547
010E, TIMING_ADVANCE, 31.5 degree, 14.2808289528
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 14.3249948025
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 14.3552789688
0110, MAF, 18.39 gps, 14.4050219059
0104, ENGINE_LOAD, 7.45098039216 percent, 14.4549849033
010B, INTAKE_PRESSURE, 44 kilopascal, 14.5049610138
0105, COOLANT_TEMP, 90 degC, 14.5549600124
0111, THROTTLE_POS, 15.6862745098 percent, 14.6049668789
0118, O2_B2S1, 0.105 volt, 14.6549749374
0119, O2_B2S2, 0.075 volt, 14.704982996
010D, SPEED, 24 kph, 14.7548999786
011E, AUX_INPUT_STATUS, False, 14.8051378727
0106, SHORT_FUEL_TRIM_1, 2.34375 percent, 14.8551738262
0108, SHORT_FUEL_TRIM_2, -1.5625 percent, 14.9051189423
010C, RPM, 1251.5 revolutions_per_minute, 14.9549047947
0115, O2_B1S2, 0.055 volt, 15.0052189827
0114, O2_B1S1, 0.13 volt, 15.055357933
010F, INTAKE_TEMP, 23 degC, 15.1054129601
010E, TIMING_ADVANCE, 32.0 degree, 15.1553528309
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 15.2041609287
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 15.2553639412
0110, MAF, 18.84 gps, 15.3049888611
0104, ENGINE_LOAD, 7.45098039216 percent, 15.3553748131
010B, INTAKE_PRESSURE, 43 kilopascal, 15.405369997
0105, COOLANT_TEMP, 90 degC, 15.4552848339
0111, THROTTLE_POS, 15.6862745098 percent, 15.5052978992
0118, O2_B2S1, 0.785 volt, 15.5552988052
0119, O2_B2S2, 0.105 volt, 15.6053059101
010D, SPEED, 25 kph, 15.6322619915
011E, AUX_INPUT_STATUS, False, 15.6803920269
0106, SHORT_FUEL_TRIM_1, 3.125 percent, 15.7093858719
0108, SHORT_FUEL_TRIM_2, -1.5625 percent, 15.7561049461
010C, RPM, 1272.25 revolutions_per_minute, 15.8063938618
0115, O2_B1S2, 0.09 volt, 15.8550999165
0114, O2_B1S1, 0.84 volt, 15.9054749012
010F, INTAKE_TEMP, 23 degC, 15.9553518295
010E, TIMING_ADVANCE, 33.5 degree, 16.0054748058
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 16.055644989
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 16.1054198742
0110, MAF, 16.78 gps, 16.155372858
0104, ENGINE_LOAD, 6.66666666667 percent, 16.2051608562
010B, INTAKE_PRESSURE, 41 kilopascal, 16.2551989555
0105, COOLANT_TEMP, 90 degC, 16.3050498962
0111, THROTTLE_POS, 14.9019607843 percent, 16.3550858498
0118, O2_B2S1, 0.865 volt, 16.4061069489
0119, O2_B2S2, 0.12 volt, 16.4551148415
010D, SPEED, 26 kph, 16.5061089993
011E, AUX_INPUT_STATUS, False, 16.5555739403
0106, SHORT_FUEL_TRIM_1, -1.5625 percent, 16.6054668427
0108, SHORT_FUEL_TRIM_2, -1.5625 percent, 16.6553869247
010C, RPM, 1267.25 revolutions_per_minute, 16.7054948807
0115, O2_B1S2, 0.7 volt, 16.7551739216
0114, O2_B1S1, 0.87 volt, 16.8054218292
010F, INTAKE_TEMP, 23 degC, 16.8804428577
010E, TIMING_ADVANCE, 36.5 degree, 16.9305160046
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 16.9805099964
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 17.0324289799
0110, MAF, 10.32 gps, 17.0824120045
0104, ENGINE_LOAD, 3.92156862745 percent, 17.130573988
010B, INTAKE_PRESSURE, 31 kilopascal, 17.1805069447
0105, COOLANT_TEMP, 90 degC, 17.2302830219
0111, THROTTLE_POS, 10.1960784314 percent, 17.2621808052
0118, O2_B2S1, 0.855 volt, 17.3051898479
0119, O2_B2S2, 0.615 volt, 17.355191946
010D, SPEED, 27 kph, 17.385491848
011E, AUX_INPUT_STATUS, False, 17.4302530289
0106, SHORT_FUEL_TRIM_1, -3.125 percent, 17.4811959267
0108, SHORT_FUEL_TRIM_2, -3.90625 percent, 17.5302019119
010C, RPM, 1227.25 revolutions_per_minute, 17.5802049637
0115, O2_B1S2, 0.77 volt, 17.6302099228
0114, O2_B1S1, 0.815 volt, 17.6580169201
010F, INTAKE_TEMP, 22 degC, 17.7052099705
010E, TIMING_ADVANCE, 35.5 degree, 17.7562878132
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 17.8055758476
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 17.8553860188
0110, MAF, 15.53 gps, 17.9055798054
0104, ENGINE_LOAD, 5.88235294118 percent, 17.9320349693
010B, INTAKE_PRESSURE, 37 kilopascal, 17.9815928936
0105, COOLANT_TEMP, 90 degC, 18.0333800316
0111, THROTTLE_POS, 13.7254901961 percent, 18.0803129673
0118, O2_B2S1, 0.82 volt, 18.1302800179
0119, O2_B2S2, 0.76 volt, 18.1667978764
010D, SPEED, 27 kph, 18.2052488327
011E, AUX_INPUT_STATUS, False, 18.25522089
0106, SHORT_FUEL_TRIM_1, 0.0 percent, 18.3052358627
0108, SHORT_FUEL_TRIM_2, -6.25 percent, 18.355232954
010C, RPM, 1234.0 revolutions_per_minute, 18.4083459377
0115, O2_B1S2, 0.72 volt, 18.4562499523
0114, O2_B1S1, 0.24 volt, 18.5052528381
010F, INTAKE_TEMP, 22 degC, 18.5552239418
010E, TIMING_ADVANCE, 40.0 degree, 18.6052899361
0109, LONG_FUEL_TRIM_2, 0.0 percent, 18.6562628746
0107, LONG_FUEL_TRIM_1, 0.78125 percent, 18.7072799206
0110, MAF, 11.4 gps, 18.7552900314
0104, ENGINE_LOAD, 4.70588235294 percent, 18.8066439629
010B, INTAKE_PRESSURE, 30 kilopascal, 18.857642889
0105, COOLANT_TEMP, 90 degC, 18.9057090282
0111, THROTTLE_POS, 13.3333333333 percent, 18.9566698074
0118, O2_B2S1, 0.09 volt, 19.0076978207
0119, O2_B2S2, 0.755 volt, 19.0556249619
010D, SPEED, 27 kph, 19.1052939892
011E, AUX_INPUT_STATUS, False, 19.1575238705
0106, SHORT_FUEL_TRIM_1, 0.0 percent, 19.2053480148
0108, SHORT_FUEL_TRIM_2, -3.90625 percent, 19.2356359959
010C, RPM, 1281.75 revolutions_per_minute, 19.2803099155
0115, O2_B1S2, 0.7 volt, 19.3303089142
0114, O2_B1S1, 0.78 volt, 19.3853199482
010F, INTAKE_TEMP, 22 degC, 19.4456129074
010E, TIMING_ADVANCE, 33.0 degree, 19.5053219795
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 19.5356478691
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 19.5807068348
0110, MAF, 20.39 gps, 19.6307148933
0104, ENGINE_LOAD, 9.01960784314 percent, 19.6606988907
010B, INTAKE_PRESSURE, 45 kilopascal, 19.7057659626
0105, COOLANT_TEMP, 89 degC, 19.7553598881
0111, THROTTLE_POS, 16.862745098 percent, 19.8107309341
0118, O2_B2S1, 0.795 volt, 19.8553578854
0119, O2_B2S2, 0.105 volt, 19.9057359695
010D, SPEED, 28 kph, 19.9556949139
011E, AUX_INPUT_STATUS, False, 20.0056798458
0106, SHORT_FUEL_TRIM_1, -4.6875 percent, 20.0572249889
0108, SHORT_FUEL_TRIM_2, -3.90625 percent, 20.1057579517
010C, RPM, 1362.75 revolutions_per_minute, 20.1566829681
0115, O2_B1S2, 0.5 volt, 20.2075438499
0114, O2_B1S1, 0.065 volt, 20.2554650307
010F, INTAKE_TEMP, 22 degC, 20.3054018021
010E, TIMING_ADVANCE, 31.5 degree, 20.3573439121
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 20.4064188004
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 20.4564299583
0110, MAF, 23.88 gps, 20.5064480305
0104, ENGINE_LOAD, 9.41176470588 percent, 20.5568449497
010B, INTAKE_PRESSURE, 48 kilopascal, 20.6057980061
0105, COOLANT_TEMP, 89 degC, 20.6567909718
0111, THROTTLE_POS, 18.0392156863 percent, 20.7057199478
0118, O2_B2S1, 0.325 volt, 20.7554628849
0119, O2_B2S2, 0.175 volt, 20.805824995
010D, SPEED, 29 kph, 20.855645895
011E, AUX_INPUT_STATUS, False, 20.9058258533
0106, SHORT_FUEL_TRIM_1, 3.125 percent, 20.9558420181
0108, SHORT_FUEL_TRIM_2, -3.125 percent, 21.0058779716
010C, RPM, 1443.5 revolutions_per_minute, 21.0558688641
0115, O2_B1S2, 0.165 volt, 21.1057498455
0114, O2_B1S1, 0.84 volt, 21.1558868885
010F, INTAKE_TEMP, 22 degC, 21.20556283
010E, TIMING_ADVANCE, 31.5 degree, 21.2574958801
0109, LONG_FUEL_TRIM_2, 2.34375 percent, 21.3055038452
0107, LONG_FUEL_TRIM_1, 1.5625 percent, 21.3585529327
0110, MAF, 24.36 gps, 21.4054808617
0104, ENGINE_LOAD, 9.80392156863 percent, 21.4555108547
010B, INTAKE_PRESSURE, 48 kilopascal, 21.5054819584
0105, COOLANT_TEMP, 89 degC, 21.5555148125
0111, THROTTLE_POS, 18.431372549 percent, 21.6055548191
0118, O2_B2S1, 0.82 volt, 21.6565048695
0119, O2_B2S2, 0.29 volt, 21.7055058479
010D, SPEED, 31 kph, 21.7555890083
011E, AUX_INPUT_STATUS, False, 21.783962965
0106, SHORT_FUEL_TRIM_1, -3.125 percent, 21.8306939602
0108, SHORT_FUEL_TRIM_2, -3.90625 percent, 21.8597838879
010C, RPM, 1489.75 revolutions_per_minute, 21.9059679508
0115, O2_B1S2, 0.635 volt, 21.9558448792
0114, O2_B1S1, 0.105 volt, 22.0058348179
010F, INTAKE_TEMP, 22 degC, 22.0569050312
010E, TIMING_ADVANCE, 30.0 degree, 22.1088969707
0109, LONG_FUEL_TRIM_2, 3.125 percent, 22.1559209824
0107, LONG_FUEL_TRIM_1, 4.6875 percent, 22.2067258358
0110, MAF, 31.16 gps, 22.2556738853
0104, ENGINE_LOAD, 12.5490196078 percent, 22.3056349754
010B, INTAKE_PRESSURE, 54 kilopascal, 22.3556280136
0105, COOLANT_TEMP, 89 degC, 22.4076960087
0111, THROTTLE_POS, 20.7843137255 percent, 22.4566338062
0118, O2_B2S1, 0.295 volt, 22.5056040287
0119, O2_B2S2, 0.76 volt, 22.5575628281
010D, SPEED, 33 kph, 22.6075828075
011E, AUX_INPUT_STATUS, False, 22.6556038857
0106, SHORT_FUEL_TRIM_1, -3.90625 percent, 22.7065839767
0108, SHORT_FUEL_TRIM_2, -4.6875 percent, 22.7554368973
010C, RPM, 1631.0 revolutions_per_minute, 22.8059937954
0115, O2_B1S2, 0.675 volt, 22.8558039665
0114, O2_B1S1, 0.12 volt, 22.9059858322
010F, INTAKE_TEMP, 22 degC, 22.9559798241
010E, TIMING_ADVANCE, 30.5 degree, 23.0060069561
0109, LONG_FUEL_TRIM_2, 3.125 percent, 23.0627958775
0107, LONG_FUEL_TRIM_1, 4.6875 percent, 23.10597682
0110, MAF, 31.94 gps, 23.1560280323
0104, ENGINE_LOAD, 12.5490196078 percent, 23.2078988552
010B, INTAKE_PRESSURE, 54 kilopascal, 23.2559678555
0105, COOLANT_TEMP, 89 degC, 23.2874939442
0111, THROTTLE_POS, 20.7843137255 percent, 23.3307619095
0118, O2_B2S1, 0.08 volt, 23.3810508251
0119, O2_B2S2, 0.145 volt, 23.4308609962
010D, SPEED, 35 kph, 23.480932951
011E, AUX_INPUT_STATUS, False, 23.5310850143
0106, SHORT_FUEL_TRIM_1, -3.125 percent, 23.5829498768
0108, SHORT_FUEL_TRIM_2, -1.5625 percent, 23.6310088634
010C, RPM, 1680.75 revolutions_per_minute, 23.6810488701
